Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD194,Colombo 9,Shared,11471,Available,"Parking, Gym, Wi-Fi, Air Conditioning, Pet-Friendly",2.5,9.3,Show me boarding houses with a rating of 2.5 stars.
BD195,Kiribathgoda,Shared,8065,Occupied,"Wi-Fi, Pet-Friendly, Laundry, Gym",2,8.7,Find a boarding house with Attach Bathroom and Study/Workspace.
BD196,Rajagiriya,Single,12527,Occupied,"Laundry, Parking, Pet-Friendly",3.4,9.7,Show me boarding houses with a rating of 2 stars.
BD197,Moratuwa,Shared,11259,Available,"Gym, Pet-Friendly",3.7,4.2,Find a boarding house with Air Conditioning and Air Conditioning.
BD198,Nugegoda,Single,13421,Available,"Air Conditioning, Gym, Parking, Wi-Fi",2.5,4.2,Show me boarding houses with a rating of 2 stars.
BD199,Narahenpita,Single,13830,Available,"Wi-Fi, Pool, Air Conditioning",2,9.9,Find a boarding house with Parking and Gym.
BD200,Pannipitiya,Double,10386,Available,"Air Conditioning, Gym, Parking, Pet-Friendly",4.8,0.8,Find a boarding house with Kitchen and Wi-Fi.
BD201,Moratuwa,Double,8909,Occupied,"Pet-Friendly, Air Conditioning, Wi-Fi",2,6,Are there any boarding houses near Pittugala?
BD202,Colombo 1,Double,13924,Available,"Air Conditioning, Gym",4,6.4,Show me boarding houses with a rating of 2 stars.
BD203,Rajagiriya,Single,10157,Available,"Laundry, Parking, Pool, Pet-Friendly, Wi-Fi",4.3,6.1,Show me boarding houses with a rating of 3 stars.
BD204,Pelawatte,Shared,14173,Occupied,"Laundry, Pool, Parking, Pet-Friendly, Gym",1.9,9.6,Show me boarding houses near CINEC with a rating of 5 stars.
BD205,Colombo 2,Shared,8074,Available,"Wi-Fi, Air Conditioning, Gym",2.2,4.7,Show me boarding houses with a rating of 4 stars.
BD206,Talangama,Double,14717,Available,"Laundry, Parking",3.3,7.1,Are there any boarding houses near Kaduwela?
BD207,Battaramulla,Double,9955,Occupied,"Pet-Friendly, Pool, Wi-Fi",1.3,8.4,Show me boarding houses with a rating of 4 stars.
BD208,Kesbewa,Double,9462,Occupied,"Laundry, Parking, Pool",3.5,5.1,Show me boarding houses with a rating of 5 stars.
BD209,Colombo 6,Single,11943,Available,"Gym, Wi-Fi, Pool",4.7,3.1,Are there any boarding houses near Colombo 3?
BD210,Wattala,Single,12093,Occupied,"Air Conditioning, Pool, Laundry, Pet-Friendly, Wi-Fi",2.2,8.8,Show me boarding houses with a rating of 4 stars.
BD211,Ethul Kotte,Single,11079,Available,"Pool, Pet-Friendly",3.8,9.9,Find a boarding house with Parking and Parking.
BD212,Colombo 6,Double,14716,Available,"Air Conditioning, Pet-Friendly",4.1,2.2,Find a boarding house with Air Conditioning and Parking.
BD213,Pelawatte,Single,8585,Occupied,"Gym, Pet-Friendly, Laundry, Parking, Air Conditioning",1.4,3.4,Are there any boarding houses near Battaramulla?
BD214,Colombo 1,Shared,12993,Occupied,"Pet-Friendly, Gym, Wi-Fi",2,2.6,Show me boarding houses with a rating of 4 stars.
BD215,Piliyandala,Shared,14211,Occupied,"Laundry, Wi-Fi",4.4,4.8,Are there any boarding houses near Biyagama?
BD216,Hokandara,Double,9605,Occupied,"Parking, Gym, Laundry, Pet-Friendly",3.8,1.5,Find a boarding house with Wi-Fi and Study/Workspace.
BD217,Malabe,Shared,13659,Available,"Wi-Fi, Pool, Parking, Gym, Laundry",3.5,9,Are there any boarding houses near Horizon Campus?
BD218,Angoda,Single,11300,Available,"Laundry, Parking, Gym",2.3,6.1,Are there any boarding houses near Kotte?
BD219,Kolonnawa,Shared,13890,Available,"Pet-Friendly, Wi-Fi",4,3.2,Show me boarding houses with a rating of 5 stars.
BD220,Talangama,Single,13249,Available,"Laundry, Air Conditioning, Gym",2.6,3.7,Show me boarding houses with a rating of 3 stars.
BD221,Colombo 1,Single,10290,Available,"Laundry, Parking, Pet-Friendly, Wi-Fi",4.1,1.4,Are there any boarding houses near SLIIT University?
BD222,Homagama,Single,9288,Available,"Pool, Parking",4.1,10,Are there any boarding houses near Pittugala?
BD223,Kelaniya,Single,11843,Occupied,"Air Conditioning, Parking",4.7,9.9,Show me boarding houses with a rating of 2 stars.
BD224,Pannipitiya,Single,14286,Occupied,"Laundry, Gym, Air Conditioning, Pool",4.7,1.4,Find a boarding house with Parking and Study/Workspace.
BD225,Borella,Double,14149,Available,"Pet-Friendly, Air Conditioning, Laundry, Parking",2.3,4.5,Show me boarding houses with a rating of 2 stars.
BD226,Colombo 6,Double,14323,Available,"Wi-Fi, Parking, Gym, Laundry",4,2.6,Are there any boarding houses near Colombo 3?
BD227,Pannipitiya,Single,11966,Available,"Gym, Air Conditioning, Pool",4.4,8.4,Find a boarding house with Attach Bathroom and Kitchen.
BD228,Kolonnawa,Single,8972,Occupied,"Laundry, Parking",1.4,8.4,Find a boarding house with Wi-Fi and Gym.
BD229,Thimbirigasyaya,Shared,11847,Available,"Laundry, Pet-Friendly, Parking, Air Conditioning",3.3,6.6,Are there any boarding houses near Kaduwela?
BD230,Colombo 10,Shared,12777,Occupied,"Parking, Gym, Air Conditioning, Pet-Friendly",1.1,2.8,Find a boarding house with Air Conditioning and Attach Bathroom.
BD231,Wattala,Double,13613,Occupied,"Air Conditioning, Parking",1,1.5,Find a boarding house with Study/Workspace and Air Conditioning.
BD232,Rajagiriya,Double,9139,Available,"Wi-Fi, Air Conditioning, Pool, Pet-Friendly, Parking",2.6,4.2,Show me boarding houses with a rating of 1 stars.
BD233,Kirulapone,Shared,9862,Available,"Pool, Laundry, Pet-Friendly",1.6,0.8,Are there any boarding houses near Horizon Campus?
BD234,Moratuwa,Single,12287,Available,"Gym, Wi-Fi, Parking, Air Conditioning",4.2,2.9,Show me boarding houses with a rating of 5 stars.
BD235,Maharagama,Shared,8005,Occupied,"Pet-Friendly, Gym",2.6,8,Show me boarding houses with a rating of 3 stars.
BD236,Colombo 8,Single,10688,Occupied,"Pet-Friendly, Gym",3.5,7.3,Find a boarding house with Attach Bathroom and Study/Workspace.
BD237,Dehiwala,Single,9475,Available,"Laundry, Parking, Wi-Fi, Gym",4.3,7.3,Find a boarding house with Wi-Fi and Study/Workspace.
BD238,Nawala,Single,12332,Occupied,"Pet-Friendly, Laundry",1.7,7.7,Find a boarding house with Kitchen and Laundry.
BD239,Ratmalana,Double,8351,Occupied,"Parking, Pet-Friendly, Gym, Air Conditioning",1.7,7,Are there any boarding houses near SLIIT University?
BD240,Kiribathgoda,Double,11340,Occupied,"Parking, Gym, Wi-Fi",2.3,4.1,Are there any boarding houses near Weliwita?
BD241,Colombo 7,Single,8510,Occupied,"Wi-Fi, Gym, Air Conditioning",1.2,6.4,Are there any boarding houses near Angoda?
BD242,Nugegoda,Double,11259,Occupied,"Pet-Friendly, Air Conditioning, Pool",1.3,3.4,Find a boarding house with Laundry and Wi-Fi.
BD243,Colombo 3,Shared,10649,Occupied,"Air Conditioning, Wi-Fi, Laundry",4.8,7.5,Find a boarding house with Wi-Fi and Wi-Fi.
BD244,Pelawatte,Double,14333,Occupied,"Laundry, Air Conditioning, Wi-Fi, Parking",3.1,2.1,Find a boarding house with Study/Workspace and Wi-Fi.
BD245,Narahenpita,Single,12611,Available,"Parking, Wi-Fi, Pool",2.1,0.8,Are there any boarding houses near Kaduwela?
BD246,Thalawathugoda,Shared,14358,Available,"Laundry, Gym, Air Conditioning, Wi-Fi",4.8,8.4,Find a boarding house with Gym and Parking.
BD247,Borella,Single,12740,Occupied,"Air Conditioning, Laundry, Parking",2.3,6.5,Show me boarding houses with a rating of 3 stars.
BD248,Pelawatte,Double,14536,Available,"Wi-Fi, Pet-Friendly",1.4,2.9,Are there any boarding houses near Colombo 1?
BD249,Colombo 7,Double,11138,Available,"Pool, Pet-Friendly",3.2,2.5,Show me boarding houses with a rating of 3 stars.
BD250,Angoda,Shared,12763,Available,"Gym, Pet-Friendly, Air Conditioning, Parking, Laundry",1,1.4,Are there any boarding houses near Horizon Campus?
BD251,Thalawathugoda,Shared,9759,Occupied,"Gym, Pool",1.1,2.5,Find a boarding house with Attach Bathroom and Parking.
BD252,Colombo 10,Shared,12032,Available,"Pool, Wi-Fi",3.9,7.5,Show me boarding houses with a rating of 5 stars.
BD253,Colombo 1,Shared,14343,Available,"Air Conditioning, Parking, Pool",1.2,2,Find a boarding house with Attach Bathroom and Kitchen.
BD254,Colombo 4,Shared,11537,Occupied,"Pet-Friendly, Air Conditioning, Gym, Wi-Fi, Laundry",1.8,0.7,Find a boarding house with Wi-Fi and Gym.
BD255,Pelawatte,Single,14492,Occupied,"Wi-Fi, Pet-Friendly, Gym",4.2,1.6,Show me boarding houses with a rating of 4 stars.
BD256,Narahenpita,Single,13417,Available,"Air Conditioning, Laundry, Parking",2,7,Find a boarding house with Laundry and Attach Bathroom.
BD257,Colombo 4,Single,12778,Available,"Wi-Fi, Laundry, Pet-Friendly, Gym, Pool",1.5,0.9,Find a boarding house with Gym and Air Conditioning.
BD258,Colombo 9,Double,10690,Available,"Laundry, Gym, Pet-Friendly",4.7,2.8,Show me boarding houses with a rating of 4 stars.
BD259,Colombo 10,Double,12134,Occupied,"Parking, Wi-Fi",3.6,7,Find a boarding house with Parking and Parking.
BD260,Ethul Kotte,Double,14236,Available,"Parking, Gym, Wi-Fi, Pool, Pet-Friendly",4.8,7.4,Are there any boarding houses near Weliwita?
BD261,Wellawatte,Double,8326,Occupied,"Laundry, Parking, Wi-Fi, Pet-Friendly",2.8,8.4,Are there any boarding houses near Colombo 3?
BD262,Kaduwela,Single,8504,Available,"Parking, Laundry, Gym, Wi-Fi",2.8,1.5,Are there any boarding houses near Weliwita?
BD263,Talangama,Double,12113,Occupied,"Air Conditioning, Pool, Gym",2.3,8.8,Show me boarding houses with a rating of 2 stars.
BD264,Wattala,Double,10231,Available,"Pet-Friendly, Gym, Air Conditioning, Wi-Fi, Parking",4.7,5.2,Show me boarding houses with a rating of 2 stars.
BD265,Kiribathgoda,Double,9919,Available,"Parking, Pet-Friendly, Pool, Air Conditioning",3.2,9.2,Show me boarding houses with a rating of 4 stars.
BD266,Nugegoda,Double,13622,Available,"Pet-Friendly, Air Conditioning, Gym",3.6,9.9,Show me boarding houses with a rating of 5 stars.
BD267,Nugegoda,Single,8051,Available,"Parking, Gym, Pool, Wi-Fi",1.6,5,Show me boarding houses with a rating of 1 stars.
BD268,Kolonnawa,Double,11291,Available,"Pool, Pet-Friendly, Laundry, Air Conditioning, Parking",2.2,5.9,Are there any boarding houses near Thalahena?
BD269,Thalawathugoda,Double,10103,Available,"Pool, Laundry, Air Conditioning, Pet-Friendly",2.8,1.7,Show me boarding houses with a rating of 5 stars.
BD270,Pelawatte,Single,13791,Occupied,"Parking, Pool, Wi-Fi, Pet-Friendly",4.7,1.9,Find a boarding house with Attach Bathroom and Kitchen.
BD271,Kiribathgoda,Double,12821,Occupied,"Air Conditioning, Pet-Friendly, Laundry, Gym, Wi-Fi",4.2,5.6,Show me boarding houses with a rating of 2 stars.
BD272,Piliyandala,Double,10139,Occupied,"Pet-Friendly, Parking, Wi-Fi",4.4,7.2,Are there any boarding houses near Battaramulla?
BD273,Pelawatte,Double,10544,Available,"Pool, Air Conditioning",1.6,1.5,Show me boarding houses with a rating of 5 stars.
BD274,Colombo 9,Single,12624,Occupied,"Laundry, Pool",3.4,4.1,Find a boarding house with Laundry and Study/Workspace.
BD275,Kolonnawa,Double,9108,Occupied,"Parking, Gym, Laundry, Pool",4.1,3.6,Are there any boarding houses near Colombo 3?
BD276,Piliyandala,Double,11377,Available,"Pet-Friendly, Pool, Air Conditioning",1.7,6.7,Show me boarding houses with a rating of 4 stars.
BD277,Colombo 6,Single,12168,Available,"Air Conditioning, Gym, Pool, Laundry, Wi-Fi",3.5,4.4,Are there any boarding houses near NSBM?
BD278,Thimbirigasyaya,Single,12621,Occupied,"Pet-Friendly, Parking, Air Conditioning, Pool",4.5,9.4,Find a boarding house with Air Conditioning and Parking.
BD279,Maharagama,Double,10714,Available,"Pet-Friendly, Gym, Parking, Wi-Fi",3.5,10,Find a boarding house with Laundry and Parking.
BD280,Kotte,Single,12821,Available,"Pet-Friendly, Parking, Wi-Fi, Air Conditioning",5,1,Find a boarding house with Air Conditioning and Attach Bathroom.
BD281,Hokandara,Shared,8761,Available,"Wi-Fi, Laundry",3.7,8.6,Show me boarding houses with a rating of 3 stars.
BD282,Colombo 5,Double,13969,Occupied,"Wi-Fi, Air Conditioning, Parking",4.7,7.9,Find a boarding house with Wi-Fi and Attach Bathroom.
BD283,Kiribathgoda,Single,10163,Occupied,"Pool, Pet-Friendly, Laundry, Air Conditioning",4,5.1,Find a boarding house with Kitchen and Parking.
BD284,Battaramulla,Double,12013,Occupied,"Laundry, Parking, Air Conditioning, Pet-Friendly, Gym",5,9.1,Show me boarding houses with a rating of 1 stars.
BD285,Colombo 7,Single,12429,Occupied,"Pet-Friendly, Laundry",3.7,9,Are there any boarding houses near Kotte?
BD286,Kolonnawa,Single,13544,Available,"Laundry, Gym",2.9,4.5,Find a boarding house with Laundry and Kitchen.
BD287,Colombo 8,Shared,9098,Occupied,"Parking, Air Conditioning, Gym, Laundry, Wi-Fi",1.7,3,Show me boarding houses with a rating of 2 stars.
BD288,Nugegoda,Shared,12909,Occupied,"Parking, Laundry, Wi-Fi",2.7,7.9,Find a boarding house with Parking and Air Conditioning.
BD289,Pelawatte,Double,9308,Occupied,"Pet-Friendly, Wi-Fi, Gym",1.6,8.9,Show me boarding houses with a rating of 5 stars.
BD290,Piliyandala,Shared,14817,Available,"Air Conditioning, Laundry, Gym",4.7,9.7,Are there any boarding houses near Kotte?
BD291,Thalawathugoda,Shared,9209,Available,"Wi-Fi, Laundry, Pool, Air Conditioning, Gym",2.4,6,Show me boarding houses with a rating of 3 stars.
BD292,Kotte,Double,11610,Occupied,"Wi-Fi, Pet-Friendly, Laundry, Pool, Air Conditioning",1.7,8.8,Find a boarding house with Parking and Attach Bathroom.
BD293,Homagama,Shared,14242,Available,"Laundry, Pool, Wi-Fi, Gym",1.7,6.2,Find a boarding house with Parking and Laundry.
BD294,Narahenpita,Double,11017,Available,"Parking, Pool",1.3,8,Are there any boarding houses near Battaramulla?
BD295,Kirulapone,Double,8306,Occupied,"Pet-Friendly, Wi-Fi",2.3,2.1,Find a boarding house with Study/Workspace and Parking.
BD296,Rajagiriya,Single,12633,Occupied,"Parking, Laundry, Pool, Air Conditioning",3,2.2,Are there any boarding houses near Pittugala?
BD297,Colombo 3,Single,9390,Available,"Pet-Friendly, Pool",4.3,10,Are there any boarding houses near SLIIT University?
BD298,Kesbewa,Double,12674,Available,"Gym, Parking, Wi-Fi",3.8,5.7,Show me boarding houses with a rating of 5 stars.
BD299,Ratmalana,Single,11749,Available,"Pet-Friendly, Parking",4.6,4.6,Are there any boarding houses near Pittugala?
BD300,Dehiwala,Single,14788,Available,"Laundry, Pool",3.2,2.1,Find a boarding house with Gym and Kitchen.
BD301,Wattala,Shared,14071,Occupied,"Air Conditioning, Pool, Gym, Laundry",2.8,6.2,Are there any boarding houses near Mount Lavinia?
BD302,Wellawatte,Single,12933,Occupied,"Air Conditioning, Wi-Fi, Laundry, Pool, Pet-Friendly",2.7,9.5,Are there any boarding houses near Colombo?
BD303,Kelaniya,Double,9256,Available,"Air Conditioning, Pet-Friendly, Gym, Laundry",2.3,2.4,Find a boarding house with Study/Workspace and Kitchen.
BD304,Nawala,Single,9235,Occupied,"Gym, Wi-Fi, Air Conditioning, Pet-Friendly, Pool",4.2,1.4,Show me boarding houses with a rating of 4 stars.
BD305,Colombo 2,Shared,12386,Occupied,"Wi-Fi, Air Conditioning, Pet-Friendly",4.5,1.6,Find a boarding house with Parking and Parking.
BD306,Kohuwala,Shared,13865,Occupied,"Pet-Friendly, Pool, Laundry, Parking, Gym",2.6,3.9,Are there any boarding houses near Colombo 3?
BD307,Attidiya,Single,14529,Available,"Parking, Laundry, Pool, Gym",5,9.5,Show me boarding houses with a rating of 3 stars.
BD308,Kalubowila,Single,11800,Available,"Wi-Fi, Pet-Friendly",4.1,7.7,Show me boarding houses with a rating of 3 stars.
BD309,Kirulapone,Double,13378,Occupied,"Pool, Air Conditioning",2.4,5.5,Show me boarding houses with a rating of 4 stars.
BD310,Kelaniya,Shared,10451,Occupied,"Laundry, Air Conditioning, Wi-Fi",2.1,5.3,Are there any boarding houses near Colombo?
BD311,Mount Lavinia,Single,8967,Available,"Wi-Fi, Parking, Pet-Friendly",3.2,6.5,Show me boarding houses with a rating of 5 stars.
BD312,Malabe,Shared,10087,Available,"Laundry, Pool, Wi-Fi, Parking, Pet-Friendly",1.6,5.6,Find a boarding house with Kitchen and Parking.
BD313,Battaramulla,Double,12668,Available,"Air Conditioning, Pet-Friendly",4.7,8.5,Find a boarding house with Kitchen and Kitchen.
BD314,Kolonnawa,Single,8050,Available,"Gym, Wi-Fi, Parking",1.9,3.2,Show me boarding houses with a rating of 4 stars.
BD315,Colombo 2,Single,9155,Occupied,"Air Conditioning, Wi-Fi, Pet-Friendly",2.2,9.2,Show me boarding houses with a rating of 5 stars.
BD316,Wellawatte,Single,8769,Occupied,"Air Conditioning, Pool, Wi-Fi, Gym",1.9,2.6,Find a boarding house with Gym and Wi-Fi.
BD317,Mount Lavinia,Shared,14576,Occupied,"Wi-Fi, Pool, Air Conditioning, Parking, Laundry",2.4,6.9,Show me boarding houses with a rating of 4 stars.
BD318,Kaduwela,Shared,9129,Available,"Pool, Laundry, Air Conditioning, Gym",4.9,0.9,Are there any boarding houses near Angoda?
BD319,Malabe,Double,8313,Occupied,"Parking, Wi-Fi",1.9,6.6,Are there any boarding houses near Weliwita?
BD320,Colombo 6,Double,11246,Available,"Gym, Laundry, Air Conditioning, Wi-Fi",3,9.4,Show me boarding houses with a rating of 1 stars.
BD321,Colombo 7,Single,14285,Occupied,"Gym, Parking",3.5,3.9,Show me boarding houses with a rating of 1 stars.
BD322,Borella,Double,14304,Occupied,"Pet-Friendly, Pool, Wi-Fi",1.5,6.1,Show me boarding houses with a rating of 4 stars.
BD323,Wellawatte,Single,13217,Available,"Air Conditioning, Parking, Pool, Laundry, Wi-Fi",1.7,1.3,Find a boarding house with Wi-Fi and Study/Workspace.
BD324,Kohuwala,Shared,13364,Available,"Air Conditioning, Wi-Fi, Gym, Laundry",1.8,5.4,Find a boarding house with Parking and Laundry.
BD325,Piliyandala,Single,11049,Occupied,"Air Conditioning, Pet-Friendly, Pool, Parking, Laundry",2.6,2.9,Find a boarding house with Gym and Kitchen.
BD326,Thalawathugoda,Shared,9340,Available,"Laundry, Air Conditioning, Wi-Fi, Pet-Friendly",1.2,4.8,Are there any boarding houses near Colombo?
BD327,Ratmalana,Single,9468,Occupied,"Wi-Fi, Pool, Pet-Friendly, Gym, Laundry",1.7,4.3,Are there any boarding houses near Colombo 1?
BD328,Colombo 8,Shared,13259,Available,"Wi-Fi, Parking, Air Conditioning, Gym, Laundry",4.9,3.9,Show me boarding houses with a rating of 4 stars.
BD329,Talangama,Double,10613,Available,"Parking, Wi-Fi, Laundry",2.3,3.1,Find a boarding house with Attach Bathroom and Kitchen.
BD330,Narahenpita,Single,10120,Available,"Laundry, Air Conditioning",4.6,4.7,Are there any boarding houses near Colombo?
BD331,Kotte,Shared,8050,Occupied,"Gym, Parking, Air Conditioning, Laundry",3.8,4,Are there any boarding houses near Pittugala?
BD332,Colombo 1,Single,8706,Available,"Pool, Gym, Parking, Wi-Fi, Air Conditioning",1.8,0.9,Show me boarding houses with a rating of 5 stars.
BD333,Homagama,Single,11390,Occupied,"Parking, Gym, Pool, Wi-Fi",2.5,4.1,Show me boarding houses with a rating of 3 stars.
BD334,Pelawatte,Shared,9981,Occupied,"Pool, Laundry",1.3,3.9,Find a boarding house with Air Conditioning and Study/Workspace.
BD335,Dehiwala,Shared,8182,Occupied,"Wi-Fi, Pool, Pet-Friendly, Air Conditioning, Gym",4.4,3.9,Find a boarding house with Laundry and Study/Workspace.
BD336,Moratuwa,Single,14378,Available,"Laundry, Parking, Pool",2.8,7.4,Find a boarding house with Parking and Study/Workspace.
BD337,Thimbirigasyaya,Single,14772,Occupied,"Parking, Laundry, Pet-Friendly, Gym, Air Conditioning",3.8,5.5,Are there any boarding houses near Mount Lavinia?
BD338,Colombo 8,Shared,8808,Available,"Laundry, Pool, Air Conditioning, Pet-Friendly",4.2,3.2,Show me boarding houses with a rating of 2 stars.
BD339,Nugegoda,Single,11902,Available,"Gym, Pet-Friendly, Wi-Fi, Parking, Air Conditioning",1.1,0.8,Are there any boarding houses near Weliwita?
BD340,Kolonnawa,Single,11971,Available,"Wi-Fi, Parking, Gym",4.2,3.1,Find a boarding house with Laundry and Study/Workspace.
BD341,Colombo 9,Single,14481,Occupied,"Pool, Wi-Fi",4.9,0.6,Show me boarding houses with a rating of 4 stars.
BD342,Kaduwela,Single,12076,Available,"Pet-Friendly, Gym, Parking, Air Conditioning",4.3,1.3,Find a boarding house with Parking and Laundry.
